datetime,close,high,low,open,volume
16-04-2014 00:00,135.45,137.85,131.6,133.3,8006291
17-04-2014 00:00,141.45,142,135,135.75,8629888
21-04-2014 00:00,143.5,144.5,141.5,141.8,4436455
22-04-2014 00:00,144.85,147.2,140.3,142,6223989
23-04-2014 00:00,145.15,146,142.8,145,5031335
25-04-2014 00:00,143.75,146.9,142.2,143.3,4116077
28-04-2014 00:00,141.25,145.3,140.8,143,4118525
29-04-2014 00:00,137.2,143,136.3,141,4775590
30-04-2014 00:00,134.3,138.85,132.05,136.65,7609347
02-05-2014 00:00,131.65,136,130.25,135.2,5364611
05-05-2014 00:00,138.9,141,129.85,130,9715098
06-05-2014 00:00,138.7,140.65,135.8,139.4,4170017
07-05-2014 00:00,135.2,138.65,134.3,138.35,3592081
08-05-2014 00:00,136.75,139.1,135,136.25,4178306
09-05-2014 00:00,144.1,144.7,136.5,136.5,7371362
12-05-2014 00:00,143.4,144.8,140.55,143.5,8081158
13-05-2014 00:00,142.2,149.8,141.2,144,16612600
14-05-2014 00:00,141.2,145.8,140.4,142.2,12157631
15-05-2014 00:00,138.5,143.45,137.1,142,6154288
16-05-2014 00:00,141.2,145.95,139.1,141.9,13107049
19-05-2014 00:00,152.05,152.95,142,142.6,13751989
20-05-2014 00:00,156.2,159,152.35,155.15,9385502
21-05-2014 00:00,159.7,163.65,152.05,156.1,13573762
22-05-2014 00:00,155.1,161.85,154,161.85,12270836
23-05-2014 00:00,152.05,156.95,149.7,156.95,19542712
26-05-2014 00:00,147.1,155.2,143.7,155,12522081
27-05-2014 00:00,149.65,150.5,141.75,147.9,13805470
28-05-2014 00:00,147.2,151.55,146.1,149.7,11376239
29-05-2014 00:00,149.3,153.2,143.1,146.5,19321960
30-05-2014 00:00,148,152.5,147,151.5,11040937
02-06-2014 00:00,150.05,151.15,146.35,147.3,13844656
03-06-2014 00:00,155.2,155.7,149.35,150.7,23276134
04-06-2014 00:00,160.7,161.75,155.2,156,15948295
05-06-2014 00:00,169.85,171,159.95,160.6,20296986
06-06-2014 00:00,169.25,172.1,165.3,172,13769155
09-06-2014 00:00,169.6,173.65,167.6,169.8,10337636
10-06-2014 00:00,169.75,173.35,162.2,169.65,13457788
11-06-2014 00:00,162.65,171.5,161,170,11473448
12-06-2014 00:00,169.25,170,162,162.8,13367632
13-06-2014 00:00,162.35,169.45,158.5,169.45,11006055
16-06-2014 00:00,161.2,168.25,158.6,161.5,10365321
17-06-2014 00:00,162.65,163.7,157,161,9823831
18-06-2014 00:00,166.8,169.6,161.35,161.35,14186255
19-06-2014 00:00,167.75,170.7,164.15,167.95,14719990
20-06-2014 00:00,163.8,169.8,163,167.9,8800606
23-06-2014 00:00,165.3,167.4,163.15,163.5,8765528
24-06-2014 00:00,166.8,168.35,165.3,166.1,6166113
25-06-2014 00:00,166.7,168,165.65,167,4898203
26-06-2014 00:00,165.25,168.25,164,166.5,7655847
27-06-2014 00:00,160.9,165.3,160.25,165.1,6538554
30-06-2014 00:00,164.2,165.3,160,160.5,5259988
01-07-2014 00:00,175.25,177.2,167.2,167.2,18819612
02-07-2014 00:00,178.25,179.15,174.05,177.8,11699288
03-07-2014 00:00,173.75,180.75,172.85,178.25,12055737
04-07-2014 00:00,173.25,174.55,171.05,171.95,6733395
07-07-2014 00:00,174.5,175.85,172.1,173.45,7093773
08-07-2014 00:00,169,175.9,168.15,174.7,6479098
09-07-2014 00:00,170.55,177.6,167.3,168.35,11753471
10-07-2014 00:00,176.25,184.9,168.3,172,13850220
11-07-2014 00:00,166.75,177.65,165.35,176.5,9546897
14-07-2014 00:00,173.4,175,165,165.45,7338881
15-07-2014 00:00,174.7,176.4,167.65,175.4,8803424
16-07-2014 00:00,182.3,183.3,174.3,176,10109551
17-07-2014 00:00,188.65,189.5,180.6,183.3,11547823
18-07-2014 00:00,184.6,187.15,183.55,187,9555163
21-07-2014 00:00,183.85,186,179.2,185.85,12711833
22-07-2014 00:00,188.25,190,183,184.6,12856830
23-07-2014 00:00,193.75,194.5,189,189,16908175
24-07-2014 00:00,198,198.9,192.5,194.2,14784601
25-07-2014 00:00,191.8,198.9,190.5,198.9,14535973
28-07-2014 00:00,187.8,194.4,186.5,191.8,7659739
30-07-2014 00:00,192.6,193.8,186.1,188.05,10593328
31-07-2014 00:00,191.7,195,188.65,193.1,13370034
01-08-2014 00:00,184.3,194.7,183.15,189.7,12377607
04-08-2014 00:00,190.9,193.15,184.1,184.1,9443678
05-08-2014 00:00,195.65,196.6,189.1,191.4,10095697
06-08-2014 00:00,191.75,196.7,190.95,194.25,6055467
07-08-2014 00:00,189.1,193.35,188.1,192,7742761
08-08-2014 00:00,183.95,187.2,180.55,186.8,9919821
11-08-2014 00:00,185.65,187.9,184.5,185,4670064
12-08-2014 00:00,185.4,187.8,183.3,187.8,7032239
13-08-2014 00:00,180.05,185.45,177.15,184.55,7549317
14-08-2014 00:00,178.6,183.45,175.75,180.8,14030737
18-08-2014 00:00,182.25,185.25,176.05,176.45,9334923
19-08-2014 00:00,180.85,185.65,179.8,182.4,10288612
20-08-2014 00:00,180.35,183,179.45,180.45,10604946
21-08-2014 00:00,177.9,182.35,176.5,179,7638544
22-08-2014 00:00,182.5,184.15,178.05,178.05,8364204
25-08-2014 00:00,164.85,184.7,160.15,183.75,18698120
26-08-2014 00:00,170.5,171.6,157.7,159,22135877
27-08-2014 00:00,172.3,173.3,168.25,171,9876204
28-08-2014 00:00,170.1,173.8,169.5,171.85,6182439
01-09-2014 00:00,176.15,178.95,169.4,171.9,11752433
02-09-2014 00:00,174.85,177.5,173.5,176,7741063
03-09-2014 00:00,175.1,177.25,173.2,174,8545333
04-09-2014 00:00,169.5,174.95,165.85,173.3,6861332
05-09-2014 00:00,167.7,172.45,166.05,168.55,5787423
08-09-2014 00:00,173.45,174,168.1,168.1,8514685
09-09-2014 00:00,172.9,174.95,169.35,172.5,7951226
10-09-2014 00:00,172.9,174.9,170.1,170.6,4651282
11-09-2014 00:00,173,175.45,171.7,172.05,4690133
12-09-2014 00:00,168.6,173.45,167.1,173,6512210
15-09-2014 00:00,163.6,168.75,162.95,167.95,8421482
16-09-2014 00:00,160.35,165.95,160,162,8528462
17-09-2014 00:00,160.65,163.3,157,162.05,7797094
18-09-2014 00:00,163,165.25,159.45,160.5,4836865
19-09-2014 00:00,164.3,166.5,162.1,163.3,8650571
22-09-2014 00:00,162.2,165.35,160.25,164.1,5133026
23-09-2014 00:00,157.15,164,155.2,161.55,7484298
24-09-2014 00:00,156.1,162.5,148.7,155.6,22873474
25-09-2014 00:00,149.15,155.65,133.05,154.8,31086655
26-09-2014 00:00,157.25,159.1,146.1,146.7,13351556
29-09-2014 00:00,159.7,161.65,153.6,157.8,9198699
30-09-2014 00:00,156.75,163,155.9,158.5,10734306
01-10-2014 00:00,155.25,158.4,152.65,155.2,8703260
07-10-2014 00:00,148.25,154.55,147.25,153.8,12921339
08-10-2014 00:00,148.8,149.8,145.7,146.8,9467940
09-10-2014 00:00,157.85,158.5,151.1,151.1,12406852
10-10-2014 00:00,150.15,155.05,149.45,155.05,10095610
13-10-2014 00:00,151.1,152,147.4,149.7,7777533
14-10-2014 00:00,151,155.2,147.55,151.6,11878963
16-10-2014 00:00,142.4,151,141.3,151,11734190
17-10-2014 00:00,139.45,144,138.15,143,13305567
20-10-2014 00:00,146.5,147.55,141.95,143,10451491
21-10-2014 00:00,147.9,150.9,147.05,147.55,8449946
22-10-2014 00:00,148.45,151,145.5,150,7869325
23-10-2014 00:00,149.25,149.95,149,149.9,657080
27-10-2014 00:00,147.35,151.5,146.55,150,6682773
28-10-2014 00:00,147.7,148.9,144.65,146.6,6866486
29-10-2014 00:00,156.9,158.3,148.2,148.2,12809507
30-10-2014 00:00,160.35,162,154.6,156.75,11033080
31-10-2014 00:00,163.7,164.45,158.8,160.2,7740469
03-11-2014 00:00,163.55,166,160.5,163.1,7051365
05-11-2014 00:00,156.5,164.05,155.3,163.45,8390745
07-11-2014 00:00,156.1,160.45,154.6,157.05,9383309
10-11-2014 00:00,152,157,151.5,156.55,9011011
11-11-2014 00:00,151.25,154.8,149.65,153,11436433
12-11-2014 00:00,151.3,153.65,150.65,151.5,10127123
13-11-2014 00:00,151.9,154.5,149.6,152.3,13597431
14-11-2014 00:00,157.3,158.65,150.95,152,10434031
17-11-2014 00:00,158.05,159.05,155.5,156.15,5914642
18-11-2014 00:00,155.3,160.75,154.55,157,9471205
19-11-2014 00:00,154.75,160.2,154.05,157.5,9177295
20-11-2014 00:00,156,157.6,154.1,156.5,6453261
21-11-2014 00:00,160.3,161,155.9,156.5,8704409
24-11-2014 00:00,165.65,168,161.95,162.65,10540335
25-11-2014 00:00,165.55,166.5,158.8,165.6,9865469
26-11-2014 00:00,169.15,169.8,162.15,164.6,7594843
27-11-2014 00:00,172.6,176.6,168.8,170,16167478
28-11-2014 00:00,174.05,175.2,172.1,173.4,8705076
01-12-2014 00:00,167.4,175.05,165.65,173,9673977
02-12-2014 00:00,171.05,172.25,166,167,9360449
03-12-2014 00:00,169.05,173,168,171.8,6342942
04-12-2014 00:00,165.9,171.3,165.3,170.05,7635372
05-12-2014 00:00,163.2,167.8,162.9,167.45,6802949
08-12-2014 00:00,159.15,164.85,157.8,162.75,9025091
09-12-2014 00:00,154.45,158.75,152.5,157.7,7678563
10-12-2014 00:00,154,157.2,153.2,154.8,4808967
11-12-2014 00:00,155.55,157.05,151.5,153.3,5043248
12-12-2014 00:00,153.55,158,152.1,158,6382001
15-12-2014 00:00,153.2,155.2,151.5,152,5268900
16-12-2014 00:00,144.75,151.85,141.85,151,16684445
17-12-2014 00:00,147.1,148.2,139,143,11916627
18-12-2014 00:00,152.95,154.95,149,149,8113040
19-12-2014 00:00,157.8,158.5,152,152,11532006
22-12-2014 00:00,155.8,158.85,154.95,156.5,4714890
23-12-2014 00:00,153.1,155.7,152.2,155.1,6821884
24-12-2014 00:00,150.6,153.5,149.6,153.1,8568559
26-12-2014 00:00,152,153.6,149.75,150.75,4821806
29-12-2014 00:00,157.05,157.9,152.2,153,4804910
30-12-2014 00:00,156.35,157.6,154.75,157.1,3056250
31-12-2014 00:00,157.55,159.7,156.4,156.45,4327309
01-01-2015 00:00,158.45,159,155.4,157.4,2350082
02-01-2015 00:00,160.1,161.2,158.35,158.9,2923839
05-01-2015 00:00,156.85,161.95,155.5,161,4830121
06-01-2015 00:00,153.4,156.3,151.15,156.3,7054029
07-01-2015 00:00,148.9,154.5,146.7,153.8,6638158
08-01-2015 00:00,152.55,153.2,148.55,150.7,3540099
09-01-2015 00:00,155,155.25,152.1,153.1,3743205
12-01-2015 00:00,151.1,155.2,150.5,155.2,4659450
13-01-2015 00:00,151.7,154.4,150.75,152.1,4324660
14-01-2015 00:00,142.15,151.35,140.8,150.95,13580758
15-01-2015 00:00,141.9,145.75,138.35,143.55,10860317
16-01-2015 00:00,138.55,143.4,137.75,141.5,9096928
19-01-2015 00:00,140.25,141.7,139.5,140.95,8541810
20-01-2015 00:00,144.7,145.2,141,141,8856169
21-01-2015 00:00,143.2,146.35,140.5,145.65,8871757
22-01-2015 00:00,143.45,144.9,141.1,143.05,6918171
23-01-2015 00:00,144.8,146.25,142.1,145.6,6943971
27-01-2015 00:00,142.5,144.5,139,139.9,7886739
28-01-2015 00:00,140.15,143.1,139.65,141.75,7496686
29-01-2015 00:00,142.4,142.9,138.25,139.9,10636771
30-01-2015 00:00,139.7,143.1,138.6,143,7570814
02-02-2015 00:00,145.25,145.7,139.5,140,7296741
03-02-2015 00:00,146.45,148.5,142.9,145.85,6262548
04-02-2015 00:00,152.4,153.8,146,147,8349284
05-02-2015 00:00,148.05,153.9,146.75,152.3,6672029
06-02-2015 00:00,147.3,150,145.65,148,5623571
09-02-2015 00:00,146.55,149,145.5,146.3,9737189
10-02-2015 00:00,149.2,153.7,146.55,148.5,8706407
11-02-2015 00:00,149.85,151.5,147.05,149.55,6154345
12-02-2015 00:00,152.8,153.4,149.05,151.8,10713094
13-02-2015 00:00,153.55,156.1,152,153,5666609
16-02-2015 00:00,150.95,158,150.25,157,4949268
18-02-2015 00:00,151.65,152.45,149.6,151,3717870
19-02-2015 00:00,156.25,157.8,150.1,151,8185032
20-02-2015 00:00,156.55,160.7,155.2,158,6630757
23-02-2015 00:00,154.85,161.8,154.2,161.6,6743403
24-02-2015 00:00,153.65,156.9,151.4,155,6455384
25-02-2015 00:00,153.65,155.45,152.25,154.6,3479311
26-02-2015 00:00,149.75,154,148,153.1,9010829
27-02-2015 00:00,155.15,155.8,149.8,150.55,6534491
28-02-2015 00:00,152.85,156.7,151,156.3,3999382
02-03-2015 00:00,156.55,157.4,153.5,154.2,4452819
03-03-2015 00:00,158.7,159.3,156.15,157.5,3718817
04-03-2015 00:00,153.1,160,152.3,160,5559004
05-03-2015 00:00,148.1,154,146.9,153.05,8404364
09-03-2015 00:00,140.8,149.85,140,149.4,8031261
10-03-2015 00:00,138.05,142.6,136.65,142.6,6588296
11-03-2015 00:00,130.35,138.85,127.2,138.85,21561044
12-03-2015 00:00,134.9,135.7,129.1,131.75,14242872
13-03-2015 00:00,131.7,136.75,131.05,136.7,6690050
16-03-2015 00:00,126.8,131.4,123.1,131,10785285
17-03-2015 00:00,134.25,134.75,126.8,128,9699896
18-03-2015 00:00,133.15,134.8,131.8,134,4154051
19-03-2015 00:00,132.3,136.2,131.3,134,4626972
20-03-2015 00:00,132.05,135,130.55,132.15,4836454
23-03-2015 00:00,135.9,136.8,131.95,131.95,6306085
24-03-2015 00:00,132.85,135.9,132,135.8,4386125
25-03-2015 00:00,132.9,134.45,132.35,133,2895061
26-03-2015 00:00,129.55,133.4,128.55,132.4,7955596
27-03-2015 00:00,133.95,134.45,130.05,131,5241353
30-03-2015 00:00,131.15,134.7,130.3,134.25,3651285
31-03-2015 00:00,129,133.45,128.4,133,8516432
01-04-2015 00:00,132.2,132.9,127.5,129,7180617
06-04-2015 00:00,134.7,135.1,132,133.4,5542921
07-04-2015 00:00,136.95,137.55,134.2,135,6514199
08-04-2015 00:00,137.95,138.9,136.15,137.25,6176434
09-04-2015 00:00,139.9,140.85,136.6,138.6,6142066
10-04-2015 00:00,137.9,139.2,137.05,139,4860480
13-04-2015 00:00,136.1,138.95,135.1,138,5017864
15-04-2015 00:00,135.15,137.4,134.6,136,8714291
16-04-2015 00:00,137.15,137.9,135.4,135.85,5457847
17-04-2015 00:00,139.75,141.7,137.6,138,8674061
20-04-2015 00:00,138.25,141.7,137.2,140.9,5669966
21-04-2015 00:00,134.3,139.35,133.7,138.4,6236971
22-04-2015 00:00,134.65,135.5,132.6,133.5,6263990
23-04-2015 00:00,135.05,137,133.8,135.5,6782890
24-04-2015 00:00,131.15,135.8,130.1,134.85,7487405
27-04-2015 00:00,130.05,132.95,128.25,132,4805160
28-04-2015 00:00,131.35,132.45,129.6,130.9,6154792
29-04-2015 00:00,130.6,131.4,128.7,131.4,7223085
30-04-2015 00:00,128.6,130.9,127.05,130,11618447
04-05-2015 00:00,133.15,133.6,129.5,130.4,4003261
05-05-2015 00:00,139.35,140.2,132.35,133.45,8946517
06-05-2015 00:00,137.75,142,135.05,138.9,9503948
07-05-2015 00:00,134.3,136.9,132.25,136.9,5764064
08-05-2015 00:00,138.95,139.5,134.85,135.2,4144037
11-05-2015 00:00,142.5,145.1,140.2,140.8,6190079
12-05-2015 00:00,137.6,142.5,136.2,142.4,5822453
13-05-2015 00:00,133.5,136.4,131.75,134.9,9200683
14-05-2015 00:00,137.45,138,132.5,134.1,3697331
15-05-2015 00:00,137,138.75,134.55,137.7,3519076
18-05-2015 00:00,139.1,141.85,137.9,138,5044666
19-05-2015 00:00,139.95,140.55,136.6,138.85,4364176
20-05-2015 00:00,138.95,140.65,138.15,140.65,3050410
21-05-2015 00:00,139.1,139.9,136.25,137.7,3942179
22-05-2015 00:00,136.9,139,136.5,139,2577977
25-05-2015 00:00,134.5,138.4,133.9,136.75,2879752
26-05-2015 00:00,134.3,135.65,133.2,135.15,2693352
27-05-2015 00:00,133.55,134.6,132.2,133,3168751
28-05-2015 00:00,131.6,134,129.8,132.6,10174628
29-05-2015 00:00,129.25,133.2,128.55,130.95,11477479
01-06-2015 00:00,128.35,129.8,127.75,128.75,3272418
02-06-2015 00:00,123.25,129.2,122.9,128.95,4980345
03-06-2015 00:00,121.95,124.9,120,124.05,3508099
04-06-2015 00:00,121.3,123.55,119,122.3,3192106
05-06-2015 00:00,120.15,122.3,119.15,120.95,4163808
08-06-2015 00:00,118.2,121.15,117.7,120.25,4663365
09-06-2015 00:00,120.1,121.3,117.55,118,4663442
10-06-2015 00:00,120.3,121.8,119.65,120.5,3297811
11-06-2015 00:00,119.2,121.5,118.6,120.7,4749485
12-06-2015 00:00,116.75,119.25,116.1,118.75,5422403
15-06-2015 00:00,114.3,117.15,113.8,116.2,4287348
16-06-2015 00:00,115,115.5,113.6,114.65,5266441
17-06-2015 00:00,118.55,119.15,114.8,115,5112962
18-06-2015 00:00,120,120.6,117.65,118.5,4713738
19-06-2015 00:00,120.8,123.4,120,122.85,7892805
22-06-2015 00:00,121.2,122,119.9,121,2533356
23-06-2015 00:00,121.6,124.45,121.25,122.6,4076380
24-06-2015 00:00,117.25,122.75,116.6,121.95,3604713
25-06-2015 00:00,118,118.5,115.65,117,5509978
26-06-2015 00:00,117,118.35,115.95,117.9,4253624
29-06-2015 00:00,112.85,115.2,111,115,6441434
30-06-2015 00:00,111.9,113.5,111.25,112.9,7516460
01-07-2015 00:00,113.05,113.9,112.15,112.3,3867419
02-07-2015 00:00,111.05,114.6,110.7,113.55,4764056
03-07-2015 00:00,110.6,111.45,109.65,111,4606491
06-07-2015 00:00,109.05,109.5,107.25,108.2,4509017
07-07-2015 00:00,107.15,109,106.7,108.9,5412336
08-07-2015 00:00,101.85,105.5,99.05,105.5,12611248
09-07-2015 00:00,104,104.9,100.7,102.2,6650883
10-07-2015 00:00,104.6,105.35,102.35,105,3399973
13-07-2015 00:00,106.65,106.95,102.15,104.2,4140433
14-07-2015 00:00,104.6,106.75,104.3,106.6,3600749
15-07-2015 00:00,105.55,106.4,104.7,104.7,2290566
16-07-2015 00:00,106.7,107.05,104.6,105.75,2705253
17-07-2015 00:00,107.2,108.25,106.15,107.1,3325040
20-07-2015 00:00,109.4,110.3,107.1,107.5,4352389
21-07-2015 00:00,108.1,111.75,106.05,109.1,6584314
22-07-2015 00:00,107.7,108.9,105.55,107.9,3385362
23-07-2015 00:00,108.7,109.3,106.45,107.95,2382191
24-07-2015 00:00,109.35,110.25,107.75,108,3081533
27-07-2015 00:00,104.4,108.5,103.95,108.5,6011766
28-07-2015 00:00,105.5,106.65,102.25,103.15,4192798
29-07-2015 00:00,106.55,108.15,105.7,105.8,4721020
30-07-2015 00:00,104.7,107.3,104.25,106.85,8222321
31-07-2015 00:00,105.2,107.3,104.5,105.5,5201040
03-08-2015 00:00,105.7,106.5,104.7,105.25,2485343
04-08-2015 00:00,109.25,110.4,105.75,106,4300456
05-08-2015 00:00,108.25,111.9,107.85,110,4508245
06-08-2015 00:00,108.7,110,107.5,108.95,2977481
07-08-2015 00:00,109.55,112.25,108,108.15,3542555
10-08-2015 00:00,107.8,111.75,106.75,110,3049401
11-08-2015 00:00,103.25,108.3,102.85,108,4765889
12-08-2015 00:00,95.9,102.9,95.55,102.8,11715218
13-08-2015 00:00,90.8,98,90.4,97,9789915
14-08-2015 00:00,93.15,95.35,89.5,91,11777040
17-08-2015 00:00,90.65,93.7,89.7,93.5,6356760
18-08-2015 00:00,88.9,92.95,87.9,91.6,8355260
19-08-2015 00:00,86.15,88.9,85.8,88.9,9032174
20-08-2015 00:00,84.95,86.25,83.6,86,8280327
21-08-2015 00:00,86,86.3,82.05,83,11079753
24-08-2015 00:00,78.65,83.5,76.1,83.5,10640052
25-08-2015 00:00,80.45,82.25,75.25,81.25,9592625
26-08-2015 00:00,80.4,81.8,79,80.7,7083082
27-08-2015 00:00,80.65,82.9,79.15,82.9,10675016
28-08-2015 00:00,81.65,84.7,80.1,83.3,11959033
31-08-2015 00:00,80.05,82.7,79.75,81.05,7893204
01-09-2015 00:00,75.95,79.6,75.6,79.45,9754819
02-09-2015 00:00,74.35,76.9,74.15,76.1,11987371
03-09-2015 00:00,77.2,78.35,75,75.2,8897644
04-09-2015 00:00,73.9,77,73.5,76.95,9254943
07-09-2015 00:00,71.55,74.25,71.4,74.15,5573543
08-09-2015 00:00,72.7,74.5,71.6,72.35,8371762
09-09-2015 00:00,78.6,79.2,74,75.15,15543929
10-09-2015 00:00,76.5,77.15,74.45,76.5,9452127
11-09-2015 00:00,76.1,78.1,75.55,77.8,6938110
14-09-2015 00:00,78.65,79.15,75.9,76.8,6215669
15-09-2015 00:00,76.25,78.65,75.7,78.3,6194943
16-09-2015 00:00,77.25,78.25,75.25,77.5,6409074
18-09-2015 00:00,75.9,79,75.35,77.9,10191740
21-09-2015 00:00,78.1,78.8,74.2,75.25,7954972
22-09-2015 00:00,73.2,77,72.75,76.95,10220655
23-09-2015 00:00,72.95,74.25,71.3,72,6112851
24-09-2015 00:00,71.4,73.45,71.2,73.3,6783348
28-09-2015 00:00,70.55,73,70.25,71.9,6132965
29-09-2015 00:00,68.2,69.8,67.5,69.5,9667246
30-09-2015 00:00,70.8,71.5,69,69.4,7662075
01-10-2015 00:00,70.9,72.1,70.25,71.65,4570648
05-10-2015 00:00,74,74.4,71.35,71.95,6499084
06-10-2015 00:00,75,75.65,73.55,74.85,5594644
07-10-2015 00:00,81.9,83.4,74.4,75,20395886
08-10-2015 00:00,82.35,84.3,80.4,82,16159275
09-10-2015 00:00,83.95,85.5,82.8,83.1,13467309
12-10-2015 00:00,88.65,92.4,84.55,84.7,26948602
13-10-2015 00:00,86.15,86.7,81,81,18613124
14-10-2015 00:00,88.6,90.75,85.25,85.4,14422511
15-10-2015 00:00,87.8,91.5,86.3,89.3,16205040
16-10-2015 00:00,87.75,89.4,86.05,89.25,9119969
19-10-2015 00:00,86.75,88.5,86.5,88,4943125
20-10-2015 00:00,84.45,86.7,84.05,86.7,8452425
21-10-2015 00:00,85.55,86.6,84.1,84.45,7239578
23-10-2015 00:00,85.1,87.4,84.65,87.2,7207731
26-10-2015 00:00,85.4,86.9,84.85,86.3,5855329
27-10-2015 00:00,84.4,86.1,83.2,85,9200960
28-10-2015 00:00,84.5,85.2,84,84,5213212
29-10-2015 00:00,83.25,85,83,84.75,6610339
30-10-2015 00:00,84.05,86.9,83.05,83.5,10426450
02-11-2015 00:00,80.95,84.25,80.1,83.9,6934948
03-11-2015 00:00,82.35,84.4,81.7,81.85,10902466
04-11-2015 00:00,81.85,83.9,81.5,83.5,6302042
05-11-2015 00:00,81.05,82.4,80.8,81.75,4001045
06-11-2015 00:00,80.9,82.25,80,81.1,6199574
09-11-2015 00:00,79.95,80.75,78,78,6902286
10-11-2015 00:00,79.25,82.8,77.1,78.15,18103849
11-11-2015 00:00,80.3,80.8,80.05,80.1,1141982
13-11-2015 00:00,77.4,80.25,77.15,79,11899968
16-11-2015 00:00,79.05,79.5,76.4,76.95,11401155
17-11-2015 00:00,80.85,82.45,79.25,79.8,11768848
18-11-2015 00:00,76.55,81.3,76.3,80.85,13878123
19-11-2015 00:00,78.4,78.9,75.4,77.8,13759182
20-11-2015 00:00,77.2,79.4,76.85,78.35,14167159
23-11-2015 00:00,74.25,77.3,73.8,77.05,11048526
24-11-2015 00:00,73.6,74.55,73.2,73.6,9426757
26-11-2015 00:00,75.1,75.5,73.85,74,7517900
27-11-2015 00:00,77.65,79.1,75.2,75.3,12432617
30-11-2015 00:00,77.05,77.9,76.6,77.4,10087833
01-12-2015 00:00,79.55,79.8,77.5,77.6,8171916
02-12-2015 00:00,80.45,81.2,79.9,80,8880279
03-12-2015 00:00,79.2,81.65,78.6,79.55,11515236
04-12-2015 00:00,79.05,80.1,78.2,78.85,6152914
07-12-2015 00:00,79.25,80.6,78.9,79.8,6293540
08-12-2015 00:00,76,78.75,75.7,78.5,7459812
09-12-2015 00:00,73.75,75.65,73,75.5,7645728
10-12-2015 00:00,75.7,76.15,74.5,74.7,7082364
11-12-2015 00:00,76.25,77.2,74.7,76,9056848
14-12-2015 00:00,78.8,79.25,75.75,76,10437559
15-12-2015 00:00,79,79.3,77.25,79.1,5371495
16-12-2015 00:00,78.55,80.2,78.35,79.35,5407666
17-12-2015 00:00,81.3,81.65,78.65,78.85,12765646
18-12-2015 00:00,79.9,82,79.6,81.2,9069541
21-12-2015 00:00,81.3,81.8,80.2,80.2,7868108
22-12-2015 00:00,79.6,81.75,79.2,81.15,5451649
23-12-2015 00:00,83.9,84.2,80.2,80.6,12159348
24-12-2015 00:00,85.25,85.65,83.75,84.55,11012588
28-12-2015 00:00,84.95,86,84.3,85.7,6753979
29-12-2015 00:00,84.4,85.5,84.15,85.25,5043169
30-12-2015 00:00,84.7,85.7,84.1,84.7,6327517
31-12-2015 00:00,84.75,85.5,83.2,85,8803069
01-01-2016 00:00,84.9,85.25,84,84.7,2806421
04-01-2016 00:00,80.75,85.9,80.4,84.2,8706224
05-01-2016 00:00,82.6,83.95,80.6,82,9819068
06-01-2016 00:00,80.55,82.85,79.7,82.4,6494446
07-01-2016 00:00,76.65,79.4,76.1,79,8098318
08-01-2016 00:00,76.9,78.15,75.2,77.45,6800939
11-01-2016 00:00,77.9,78.65,74.3,75.8,9706674
12-01-2016 00:00,75.6,78.65,75,78.4,6696133
13-01-2016 00:00,76.7,77.5,74.3,76.4,8275596
14-01-2016 00:00,74.7,76,73.4,75,7864816
15-01-2016 00:00,71.8,75.4,71.15,75.35,5206900
18-01-2016 00:00,71.2,73.5,70.05,71.05,6814262
19-01-2016 00:00,71.85,73.9,71.1,72.1,4396738
20-01-2016 00:00,67.6,71.05,66.35,71,8312143
21-01-2016 00:00,68.3,69.35,66.8,69,5883512
22-01-2016 00:00,72.35,72.9,69.1,69.6,6988053
25-01-2016 00:00,72,73.45,71.8,72.9,3930042
27-01-2016 00:00,71.05,72.85,70.8,72.5,5960177
28-01-2016 00:00,69.7,71.4,69.25,71.05,12038432
29-01-2016 00:00,70.5,71.15,68.75,70,9203028
01-02-2016 00:00,71.1,71.55,70.2,70.85,5582032
02-02-2016 00:00,68.55,71.8,68.2,71.75,6192773
03-02-2016 00:00,66.65,68,66.3,68,6780055
04-02-2016 00:00,68.7,70.45,67.2,67.8,12083591
05-02-2016 00:00,71.25,72.2,68.8,69.3,15932693
08-02-2016 00:00,69.8,72,69.45,72,10400835
09-02-2016 00:00,70,70.8,67.6,68.5,16969989
10-02-2016 00:00,66.9,70.5,65,70.2,16937036
11-02-2016 00:00,63.7,67.75,62.95,67.5,7915911
12-02-2016 00:00,60.9,64.85,58.8,64.8,11171816
15-02-2016 00:00,67,68.45,62.3,62.45,17333390
16-02-2016 00:00,64.85,68.5,64.55,68.5,9530757
17-02-2016 00:00,65.8,66.3,61.6,65.2,12113622
18-02-2016 00:00,68.9,70.1,67.2,67.65,14663310
19-02-2016 00:00,69.05,70,67.45,68.3,6048480
22-02-2016 00:00,69.5,70.6,68.8,69.15,5132711
23-02-2016 00:00,68.5,71.85,67.8,69.9,10366393
24-02-2016 00:00,66.4,68.45,66,67.6,6136935
25-02-2016 00:00,67.15,68,66.45,67.35,6197874
26-02-2016 00:00,69.45,69.95,66.2,68.2,9806363
29-02-2016 00:00,68.75,70.8,66.7,70.15,15550728
01-03-2016 00:00,70.25,70.5,68.6,69,8273262
02-03-2016 00:00,74.95,77,71.3,71.9,21643529
03-03-2016 00:00,79.25,79.8,75.5,76.5,22949555
04-03-2016 00:00,79.4,81.9,77.6,79.85,15840406
08-03-2016 00:00,83.15,84.2,80.05,80.3,19055239
09-03-2016 00:00,81.1,81.4,79.05,80.4,11565488
